taxon,date,group,Length,Width,Colonies,shape,cell sa,cell vol,cell mld,colony shape,colony length,colony width,colony sa,colony vol,colony mld,extra source
Aulacoseira.granulata,12/8/2014,Diatoms,110,3,1,Cylinder,1050.862743,777.5441818,110,,,,,,,
Aulacoseira.granulata,7/4/2011,Diatoms,241.3,8,1,Cylinder,6165.061423,12129.06092,241.3,,,,,,,
Aulacoseira.granulata,10/10/2016,Diatoms,1689.7,7.7,1,Cylinder,40967.42064,78683.00464,1689.7,,,,,,,
Aulacoseira.granulata,9/10/2012,Diatoms,100,3,1,Cylinder,956.614963,706.8583471,100,,,,,,,
Aulacoseira.granulata,8/20/2007,Diatoms,158.3,8,1,Cylinder,4079.043901,7957.025873,158.3,,,,,,,
Aulacoseira.granulata,9/6/2004,Diatoms,227.5,3,1,Cylinder,2158.274153,1608.10274,227.5,,,,,,,
Aulacoseira.granulata,8/20/2007,Diatoms,90,3,1,Cylinder,862.3671834,636.1725124,90,,,,,,,
Aulacoseira.granulata,9/26/2011,Diatoms,185.6,3,1,Cylinder,1763.375956,1311.929092,185.6,,,,,,,
Aulacoseira.granulata,6/22/2015,Diatoms,215,8.5,1,Cylinder,5854.750609,12200.17872,215,,,,,,,
Aulacoseira.granulata,6/27/2016,Diatoms,1100,5.7,1,Cylinder,19748.82111,28069.34496,1100,,,,,,,
Aulacoseira.granulata,11/7/2005,Diatoms,502.5,5,1,Cylinder,7932.52145,9866.564428,502.5,,,,,,,
Aulacoseira.granulata,11/7/2005,Diatoms,263,8,1,Cylinder,6710.441908,13219.82189,263,,,,,,,
Aulacoseira.granulata,3/29/2010,Diatoms,208,5,1,Cylinder,3306.526268,4084.07045,208,,,,,,,
Aulacoseira.granulata,6/29/2015,Diatoms,375.5,5.6,1,Cylinder,6655.401205,9248.597445,375.5,,,,,,,
Aulacoseira.granulata,10/9/2006,Diatoms,293.3,8,1,Cylinder,7471.963967,14742.866,293.3,,,,,,,
Aulacoseira.granulata,6/20/2016,Diatoms,977.7,7.3,1,Cylinder,22505.91424,40920.52687,977.7,,,,,,,
Aulacoseira.granulata,4/26/2010,Diatoms,95,8,1,Cylinder,2488.141382,4775.220833,95,,,,,,,
Aulacoseira.granulata,7/11/2011,Diatoms,400.8,5,1,Cylinder,6335.021586,7869.689597,400.8,,,,,,,
Aulacoseira.granulata,12/12/2016,Diatoms,130,4.9,1,Cylinder,2038.90934,2451.463287,130,,,,,,,
Aulacoseira.granulata,5/6/2013,Diatoms,125,6,1,Cylinder,2412.743158,3534.291735,125,,,,,,,
Aulacoseira.granulata,7/14/2008,Diatoms,575,3,1,Cylinder,5433.384494,4064.435496,575,,,,,,,
Aulacoseira.granulata,6/17/2013,Diatoms,630,3,1,Cylinder,5951.747282,4453.207586,630,,,,,,,
Aulacoseira.granulata,2/2/2015,Diatoms,40,8,1,Cylinder,1105.840614,2010.619298,40,,,,,,,
Aulacoseira.granulata,10/8/2012,Diatoms,526.3,6,1,Cylinder,9977.069949,14880.78192,526.3,,,,,,,
Aulacoseira.granulata,6/2/2014,Diatoms,583.4,3.7,1,Cylinder,6802.883272,6272.77564,583.4,,,,,,,
Aulacoseira.granulata,10/17/2016,Diatoms,954,7.3,1,Cylinder,21962.38729,39928.59019,954,,,,,,,
Aulacoseira.granulata,1/21/2013,Diatoms,53.3,3,1,Cylinder,516.4778323,376.755499,53.3,,,,,,,
Aulacoseira.granulata,5/10/2004,Diatoms,173.3,5,1,Cylinder,2761.459943,3402.737543,173.3,,,,,,,
Aulacoseira.granulata,7/11/2005,Diatoms,182.8,5,1,Cylinder,2910.685594,3589.269607,182.8,,,,,,,
Aulacoseira.granulata,6/7/2010,Diatoms,365,5,1,Cylinder,5772.676501,7166.758241,365,,,,,,,
Aulacoseira.granulata,7/11/2005,Diatoms,171.5,8,1,Cylinder,4410.796086,8620.530241,171.5,,,,,,,
Aulacoseira.granulata,10/28/2013,Diatoms,170,5.3,1,Cylinder,2874.69865,3750.51185,170,,,,,,,
Aulacoseira.granulata,10/17/2011,Diatoms,420,8,1,Cylinder,10656.28228,21111.50263,420,,,,,,,
Aulacoseira.granulata,4/10/2012,Diatoms,264.4,5,1,Cylinder,4192.455396,5191.48186,264.4,,,,,,,
Aulacoseira.granulata,9/12/2011,Diatoms,574.7,5,1,Cylinder,9066.636398,11284.20811,574.7,,,,,,,
Aulacoseira.granulata,2/2/2015,Diatoms,25,5,1,Cylinder,431.9689899,490.8738521,25,,,,,,,
Aulacoseira.granulata,8/13/2012,Diatoms,185.6,3,1,Cylinder,1763.375956,1311.929092,185.6,,,,,,,
Aulacoseira.granulata,10/16/2006,Diatoms,381.1,5,1,Cylinder,6025.57471,7482.881002,381.1,,,,,,,
Aulacoseira.granulata,9/15/2008,Diatoms,373.2,8,1,Cylinder,9480.069991,18759.07805,373.2,,,,,,,
Aulacoseira.granulata,4/18/2011,Diatoms,285,5,1,Cylinder,4516.03944,5595.961914,285,,,,,,,
Aulacoseira.granulata,1/2/2007,Diatoms,123.9,5,1,Cylinder,1985.486557,2432.770811,123.9,,,,,,,
Aulacoseira.granulata,9/6/2004,Diatoms,180,8,1,Cylinder,4624.424386,9047.786842,180,,,,,,,
Aulacoseira.granulata,5/3/2010,Diatoms,355.4,5,1,Cylinder,5621.880054,6978.262682,355.4,,,,,,,
Aulacoseira.granulata,10/14/2013,Diatoms,90,5.5,1,Cylinder,1602.604952,2138.2465,90,,,,,,,
Aulacoseira.granulata,9/10/2012,Diatoms,127.5,6,1,Cylinder,2459.867048,3604.97757,127.5,,,,,,,
Aulacoseira.granulata,7/27/2009,Diatoms,372,8,1,Cylinder,9449.910702,18698.75947,372,,,,,,,
Aulacoseira.granulata,9/5/2011,Diatoms,382,3,1,Cylinder,3614.402348,2700.198886,382,,,,,,,
Aulacoseira.granulata,9/9/2013,Diatoms,300,4,1,Cylinder,3795.043926,3769.911184,300,,,,,,,
Aulacoseira.granulata,9/19/2016,Diatoms,2131.3,8.1,1,Cylinder,54338.03897,109825.8325,2131.3,,,,,,,
Aulacoseira.granulata,10/5/2009,Diatoms,52.5,3,1,Cylinder,508.9380099,371.1006322,52.5,,,,,,,
Aulacoseira.granulata,4/14/2009,Diatoms,118.1,5,1,Cylinder,1894.38037,2318.888077,118.1,,,,,,,
Aulacoseira.granulata,4/14/2009,Diatoms,102.5,3,1,Cylinder,980.1769079,724.5298057,102.5,,,,,,,
Aulacoseira.granulata,6/20/2005,Diatoms,183.8,5,1,Cylinder,2926.393557,3608.904561,183.8,,,,,,,
Aulacoseira.granulata,6/9/2008,Diatoms,446.9,5,1,Cylinder,7059.158693,8774.860981,446.9,,,,,,,
Aulacoseira.granulata,6/10/2014,Diatoms,185,3,1,Cylinder,1757.72109,1307.687942,185,,,,,,,
Aulacoseira.granulata,7/26/2010,Diatoms,127.5,3,1,Cylinder,1215.796357,901.2443925,127.5,,,,,,,
Aulacoseira.granulata,9/22/2008,Diatoms,589,8,1,Cylinder,14903.71555,29606.36917,589,,,,,,,
Aulacoseira.granulata,8/12/2013,Diatoms,244.2,6.3,1,Cylinder,4895.55954,7612.313048,244.2,,,,,,,
Aulacoseira.granulata,8/23/2004,Diatoms,265,3,1,Cylinder,2511.703327,1873.17462,265,,,,,,,
Aulacoseira.granulata,5/31/2010,Diatoms,343.6,5,1,Cylinder,5436.526087,6746.570224,343.6,,,,,,,
Aulacoseira.granulata,6/3/2013,Diatoms,35,3,1,Cylinder,344.0043956,247.4004215,35,,,,,,,
Aulacoseira.granulata,6/2/2014,Diatoms,215,10,1,Cylinder,6911.503838,16886.06051,215,,,,,,,
Aulacoseira.granulata,7/18/2016,Diatoms,286.8,8.5,1,Cylinder,7772.064606,16274.47096,286.8,,,,,,,
Aulacoseira.granulata,5/10/2010,Diatoms,137,3,1,Cylinder,1305.331748,968.3959355,137,,,,,,,
Aulacoseira.granulata,6/13/2005,Diatoms,51,5,1,Cylinder,840.3760348,1001.382658,51,,,,,,,
Aulacoseira.granulata,8/31/2015,Diatoms,641,5.5,1,Cylinder,11123.20149,15229.06674,641,,,,,,,
Aulacoseira.granulata,6/6/2016,Diatoms,443.5,4.6,1,Cylinder,6442.401223,7370.537648,443.5,,,,,,,
Aulacoseira.granulata,5/21/2013,Diatoms,333.6,5.4,1,Cylinder,5705.195091,7640.177404,333.6,,,,,,,
Aulacoseira.granulata,8/17/2009,Diatoms,300,3,1,Cylinder,2841.570555,2120.575041,300,,,,,,,
Aulacoseira.granulata,5/4/2009,Diatoms,120,3,1,Cylinder,1145.110522,848.2300165,120,,,,,,,
Aulacoseira.granulata,10/17/2016,Diatoms,945.2,5.4,1,Cylinder,16080.74465,21647.16931,945.2,,,,,,,
Aulacoseira.granulata,7/19/2004,Diatoms,180,5,1,Cylinder,2866.703296,3534.291735,180,,,,,,,
Aulacoseira.granulata,6/15/2009,Diatoms,205.8,3,1,Cylinder,1953.756471,1454.714478,205.8,,,,,,,
Aulacoseira.granulata,7/2/2007,Diatoms,279.8,5,1,Cylinder,4434.358031,5493.860153,279.8,,,,,,,
Aulacoseira.granulata,1/16/2012,Diatoms,103.8,3,1,Cylinder,992.4291193,733.7189642,103.8,,,,,,,
Aulacoseira.granulata,10/11/2010,Diatoms,87.5,5,1,Cylinder,1413.716694,1718.058482,87.5,,,,,,,
Aulacoseira.granulata,7/30/2007,Diatoms,297.2,8,1,Cylinder,7569.981658,14938.90139,297.2,,,,,,,
Aulacoseira.granulata,6/20/2011,Diatoms,143.3,8,1,Cylinder,3702.052783,7203.043636,143.3,,,,,,,
Aulacoseira.granulata,9/26/2016,Diatoms,1899,7.7,1,Cylinder,46030.44277,88429.32225,1899,,,,,,,
Aulacoseira.granulata,12/19/2011,Diatoms,167.5,3,1,Cylinder,1592.787475,1183.987731,167.5,,,,,,,
Aulacoseira.granulata,7/6/2015,Diatoms,275,7,1,Cylinder,6124.534878,10583.24025,275,,,,,,,
Aulacoseira.granulata,10/27/2014,Diatoms,115,7.5,1,Cylinder,2797.980957,5080.544369,115,,,,,,,
Aulacoseira.granulata,12/17/2012,Diatoms,35,3,1,Cylinder,344.0043956,247.4004215,35,,,,,,,
Aulacoseira.granulata,9/9/2013,Diatoms,400,14,1,Cylinder,17900.79494,61575.21601,400,,,,,,,
Aulacoseira.granulata,9/9/2013,Diatoms,363,10.1,1,Cylinder,11678.25808,29083.00339,363,,,,,,,
Aulacoseira.granulata,1/5/2015,Diatoms,33.3,3.3,1,Cylinder,362.3355887,284.8144338,33.3,,,,,,,
Aulacoseira.granulata,3/30/2009,Diatoms,140,3,1,Cylinder,1333.606081,989.6016859,140,,,,,,,
Aulacoseira.granulata,10/12/2015,Diatoms,392,3.4,1,Cylinder,4205.273094,3559.047485,392,,,,,,,
Aulacoseira.granulata,6/21/2004,Diatoms,315.8,3,1,Cylinder,2990.482047,2232.25866,315.8,,,,,,,
Aulacoseira.granulata,10/26/2015,Diatoms,305.7,5.4,1,Cylinder,5231.882742,7001.205733,305.7,,,,,,,
Aulacoseira.granulata,7/28/2014,Diatoms,390,8.3,1,Cylinder,10277.54758,21101.371,390,,,,,,,
Aulacoseira.granulata,5/2/2005,Diatoms,249.6,5,1,Cylinder,3959.97754,4900.88454,249.6,,,,,,,
Aulacoseira.granulata,7/20/2015,Diatoms,227.3,5.7,1,Cylinder,4121.314031,5800.147373,227.3,,,,,,,
Aulacoseira.granulata,10/13/2008,Diatoms,745.8,8,1,Cylinder,18844.52937,37487.99682,745.8,,,,,,,
Aulacoseira.granulata,4/14/2014,Diatoms,160,8,1,Cylinder,4121.769562,8042.477193,160,,,,,,,
Aulacoseira.granulata,6/13/2016,Diatoms,304,7.6,1,Cylinder,7349.064863,13790.83777,304,,,,,,,
Aulacoseira.granulata,1/4/2016,Diatoms,147.3,4.8,1,Cylinder,2257.422817,2665.478004,147.3,,,,,,,
Aulacoseira.granulata,6/3/2013,Diatoms,119,5.3,1,Cylinder,2025.526155,2625.358295,119,,,,,,,
Aulacoseira.granulata,7/26/2010,Diatoms,146.4,5,1,Cylinder,2338.915731,2874.557278,146.4,,,,,,,
Aulacoseira.granulata,7/4/2005,Diatoms,172.5,5,1,Cylinder,2748.893572,3387.02958,172.5,,,,,,,
Aulacoseira.granulata,5/23/2016,Diatoms,1130,7.4,1,Cylinder,26356.01458,48599.49587,1130,,,,,,,
Aulacoseira.granulata,10/22/2012,Diatoms,575,6,1,Cylinder,10895.04332,16257.74198,575,,,,,,,
Aulacoseira.granulata,4/7/2015,Diatoms,46.7,5,1,Cylinder,772.8317928,916.9523558,46.7,,,,,,,
Aulacoseira.granulata,10/4/2004,Diatoms,293,8,1,Cylinder,7464.424145,14727.78636,293,,,,,,,
Aulacoseira.granulata,5/9/2011,Diatoms,216.7,5,1,Cylinder,3443.185548,4254.89455,216.7,,,,,,,
Aulacoseira.granulata,6/29/2009,Diatoms,215,8,1,Cylinder,5504.070329,10807.07873,215,,,,,,,
Aulacoseira.granulata,9/7/2009,Diatoms,90,8,1,Cylinder,2362.477675,4523.893421,90,,,,,,,
Aulacoseira.granulata,6/14/2004,Diatoms,330,8,1,Cylinder,8394.33557,16587.60921,330,,,,,,,
Aulacoseira.granulata,3/12/2012,Diatoms,248.3,5,1,Cylinder,3939.557188,4875.359099,248.3,,,,,,,
Aulacoseira.granulata,8/3/2009,Diatoms,344.4,10,1,Cylinder,10976.72473,27049.11275,344.4,,,,,,,
Aulacoseira.granulata,10/17/2016,Diatoms,750,9.6,1,Cylinder,22764.2317,54286.72105,750,,,,,,,
Aulacoseira.granulata,8/31/2009,Diatoms,125,3,1,Cylinder,1192.234412,883.5729338,125,,,,,,,
Aulacoseira.granulata,2/15/2016,Diatoms,32.5,7.6,1,Cylinder,866.7025813,1474.349432,32.5,,,,,,,
Aulacoseira.granulata,6/18/2007,Diatoms,355,3,1,Cylinder,3359.933343,2509.347132,355,,,,,,,
Aulacoseira.granulata,9/29/2014,Diatoms,52.1,5,1,Cylinder,857.6547944,1022.981108,52.1,,,,,,,
Aulacoseira.granulata,7/21/2008,Diatoms,404.3,5,1,Cylinder,6389.999457,7938.411937,404.3,,,,,,,
Aulacoseira.granulata,1/7/2013,Diatoms,54,6,1,Cylinder,1074.424688,1526.81403,54,,,,,,,
Aulacoseira.granulata,8/16/2004,Diatoms,127,3,1,Cylinder,1211.083968,897.7101008,127,,,,,,,
Aulacoseira.granulata,10/24/2005,Diatoms,308.3,8,1,Cylinder,7848.955086,15496.84824,308.3,,,,,,,
Aulacoseira.granulata,10/15/2012,Diatoms,537.9,6,1,Cylinder,10195.7248,15208.7642,537.9,,,,,,,
Aulacoseira.granulata,10/10/2016,Diatoms,996.2,5.7,1,Cylinder,17890.0664,25420.6195,996.2,,,,,,,
Aulacoseira.granulata,10/4/2006,Diatoms,80,5,1,Cylinder,1295.90697,1570.796327,80,,,,,,,
Aulacoseira.granulata,11/8/2004,Diatoms,115.8,5,1,Cylinder,1858.252055,2273.727683,115.8,,,,,,,
Aulacoseira.granulata,9/7/2009,Diatoms,100.3,5,1,Cylinder,1614.778624,1969.385895,100.3,,,,,,,
Aulacoseira.granulata,7/4/2011,Diatoms,339.3,5,1,Cylinder,5368.981845,6662.139921,339.3,,,,,,,
Aulacoseira.granulata,6/22/2009,Diatoms,539.4,8,1,Cylinder,13657.13158,27113.20124,539.4,,,,,,,
Aulacoseira.granulata,11/24/2008,Diatoms,154.2,3,1,Cylinder,1467.437928,1089.975571,154.2,,,,,,,
Aulacoseira.granulata,11/8/2004,Diatoms,170,8,1,Cylinder,4373.096974,8545.132018,170,,,,,,,
Aulacoseira.granulata,11/24/2008,Diatoms,161.4,5,1,Cylinder,2574.53518,3169.081589,161.4,,,,,,,
Aulacoseira.granulata,12/5/2011,Diatoms,263.3,3,1,Cylinder,2495.681204,1861.158028,263.3,,,,,,,
Aulacoseira.granulata,9/19/2016,Diatoms,556.8,4.6,1,Cylinder,8079.736482,9253.473197,556.8,,,,,,,
Aulacoseira.granulata,7/27/2009,Diatoms,160,10,1,Cylinder,5183.627878,12566.37061,160,,,,,,,
Aulacoseira.granulata,10/30/2006,Diatoms,187.5,5,1,Cylinder,2984.513021,3681.553891,187.5,,,,,,,
Aulacoseira.granulata,9/26/2005,Diatoms,220.4,5,1,Cylinder,3501.305012,4327.54388,220.4,,,,,,,
Aulacoseira.granulata,8/10/2009,Diatoms,484.2,10,1,Cylinder,15368.67126,38028.97907,484.2,,,,,,,
Aulacoseira.granulata,9/16/2013,Diatoms,40,6,1,Cylinder,810.5309046,1130.973355,40,,,,,,,
Aulacoseira.granulata,6/20/2016,Diatoms,309.6,5.3,1,Cylinder,5199.100222,6830.343933,309.6,,,,,,,
Aulacoseira.granulata,5/31/2010,Diatoms,280,3,1,Cylinder,2653.074996,1979.203372,280,,,,,,,
Aulacoseira.granulata,10/8/2007,Diatoms,149.2,3,1,Cylinder,1420.314039,1054.632654,149.2,,,,,,,
Aulacoseira.granulata,8/4/2008,Diatoms,162.5,3,1,Cylinder,1545.663586,1148.644814,162.5,,,,,,,
Aulacoseira.granulata,5/31/2010,Diatoms,375,8,1,Cylinder,9525.308926,18849.55592,375,,,,,,,
Aulacoseira.granulata,10/25/2010,Diatoms,145,5,1,Cylinder,2316.924582,2847.068342,145,,,,,,,
Aulacoseira.granulata,2/1/2016,Diatoms,100.4,5.8,1,Cylinder,1882.253822,2652.647739,100.4,,,,,,,
Aulacoseira.granulata,6/6/2005,Diatoms,118.8,5,1,Cylinder,1905.375944,2332.632545,118.8,,,,,,,
Aulacoseira.granulata,11/19/2012,Diatoms,300,3,1,Cylinder,2841.570555,2120.575041,300,,,,,,,
Aulacoseira.granulata,7/5/2004,Diatoms,562,10,1,Cylinder,17812.83035,44139.37678,562,,,,,,,
Aulacoseira.granulata,5/17/2004,Diatoms,105,5,1,Cylinder,1688.606051,2061.670179,105,,,,,,,
Aulacoseira.granulata,7/28/2008,Diatoms,123.1,3,1,Cylinder,1174.327334,870.1426252,123.1,,,,,,,
Aulacoseira.granulata,7/28/2008,Diatoms,140.7,5,1,Cylinder,2249.38034,2762.63804,140.7,,,,,,,
Aulacoseira.granulata,6/16/2008,Diatoms,102.7,3,1,Cylinder,982.0618635,725.9435224,102.7,,,,,,,
Aulacoseira.granulata,8/17/2009,Diatoms,425,8,1,Cylinder,10781.94599,21362.83004,425,,,,,,,
Aulacoseira.granulata,7/6/2009,Diatoms,250,5,1,Cylinder,3966.260725,4908.738521,250,,,,,,,
Aulacoseira.granulata,6/16/2014,Diatoms,658.8,7.8,1,Cylinder,16239.08092,31479.85166,658.8,,,,,,,
Aulacoseira.granulata,9/19/2011,Diatoms,730.3,5,1,Cylinder,11510.79548,14339.40697,730.3,,,,,,,
Aulacoseira.granulata,6/8/2009,Diatoms,134.5,3,1,Cylinder,1281.769803,950.7244768,134.5,,,,,,,
Aulacoseira.granulata,8/6/2007,Diatoms,213.3,8,1,Cylinder,5461.344669,10721.62741,213.3,,,,,,,
Aulacoseira.granulata,2/27/2012,Diatoms,80,5,1,Cylinder,1295.90697,1570.796327,80,,,,,,,
Aulacoseira.granulata,9/6/2010,Diatoms,383.8,5,1,Cylinder,6067.98621,7535.895378,383.8,,,,,,,
Aulacoseira.granulata,7/1/2013,Diatoms,419.4,7.9,1,Cylinder,10506.94667,20557.60372,419.4,,,,,,,
Aulacoseira.granulata,11/7/2016,Diatoms,568.8,5,1,Cylinder,8973.959415,11168.36188,568.8,,,,,,,
Aulacoseira.granulata,7/5/2004,Diatoms,472.8,5,1,Cylinder,7465.994941,9283.406291,472.8,,,,,,,
Aulacoseira.granulata,6/6/2006,Diatoms,283.3,8,1,Cylinder,7220.636555,14240.21118,283.3,,,,,,,
Aulacoseira.granulata,12/6/2004,Diatoms,150.4,3,1,Cylinder,1431.623772,1063.114954,150.4,,,,,,,
Aulacoseira.granulata,1/6/2014,Diatoms,102.5,5.3,1,Cylinder,1750.793878,2261.338027,102.5,,,,,,,
Aulacoseira.granulata,10/13/2004,Diatoms,366,5,1,Cylinder,5788.384464,7186.393195,366,,,,,,,
Aulacoseira.granulata,7/8/2013,Diatoms,235.6,8,1,Cylinder,6021.804798,11842.54767,235.6,,,,,,,
Aulacoseira.granulata,11/8/2004,Diatoms,130,3,1,Cylinder,1239.358302,918.9158512,130,,,,,,,
Aulacoseira.granulata,7/19/2010,Diatoms,63.1,5,1,Cylinder,1030.44239,1238.965603,63.1,,,,,,,
Aulacoseira.granulata,5/22/2006,Diatoms,176,5,1,Cylinder,2803.871443,3455.751919,176,,,,,,,
Aulacoseira.granulata,12/21/2009,Diatoms,148.3,5,1,Cylinder,2368.760861,2911.863691,148.3,,,,,,,
Aulacoseira.granulata,6/22/2009,Diatoms,61,3,1,Cylinder,589.0486225,431.1835917,61,,,,,,,
Aulacoseira.granulata,7/14/2008,Diatoms,662.5,10,1,Cylinder,20970.13096,52032.62833,662.5,,,,,,,
Aulacoseira.granulata,3/24/2009,Diatoms,300,8,1,Cylinder,7640.353334,15079.64474,300,,,,,,,
Aulacoseira.granulata,10/5/2015,Diatoms,676,10,1,Cylinder,21394.24597,53092.91585,676,,,,,,,
Aulacoseira.granulata,10/4/2010,Diatoms,255.4,5,1,Cylinder,4051.083727,5014.767273,255.4,,,,,,,
Aulacoseira.granulata,10/24/2016,Diatoms,151.8,6.9,1,Cylinder,3365.35259,5676.228036,151.8,,,,,,,
Aulacoseira.granulata,8/10/2009,Diatoms,445.7,8,1,Cylinder,11302.19373,22403.32553,445.7,,,,,,,
Aulacoseira.granulata,10/4/2016,Diatoms,1574.1,7.2,1,Cylinder,35686.73325,64089.54571,1574.1,,,,,,,
Aulacoseira.granulata,10/13/2004,Diatoms,347.5,3,1,Cylinder,3289.247508,2456.332756,347.5,,,,,,,
Aulacoseira.granulata,4/19/2010,Diatoms,158.3,8,1,Cylinder,4079.043901,7957.025873,158.3,,,,,,,
Aulacoseira.granulata,6/29/2015,Diatoms,256.1,7.8,1,Cylinder,6371.149901,12237.38617,256.1,,,,,,,
Aulacoseira.granulata,3/10/2008,Diatoms,75,5,1,Cylinder,1217.367153,1472.621556,75,,,,,,,
Aulacoseira.granulata,3/26/2007,Diatoms,53.3,5,1,Cylinder,876.5043504,1046.543053,53.3,,,,,,,
Aulacoseira.granulata,6/2/2014,Diatoms,672.5,7.3,1,Cylinder,15506.57147,28146.72632,672.5,,,,,,,
Aulacoseira.granulata,6/21/2010,Diatoms,124.7,5,1,Cylinder,1998.052928,2448.478774,124.7,,,,,,,
Aulacoseira.granulata,12/19/2011,Diatoms,145.7,5,1,Cylinder,2327.920156,2860.81281,145.7,,,,,,,
Aulacoseira.granulata,1/29/2007,Diatoms,48.6,5,1,Cylinder,802.676923,954.2587685,48.6,,,,,,,
Aulacoseira.granulata,8/25/2014,Diatoms,850,8,1,Cylinder,21463.36101,42725.66009,850,,,,,,,
Aulacoseira.granulata,9/27/2004,Diatoms,370.5,3,1,Cylinder,3506.017401,2618.910176,370.5,,,,,,,
Aulacoseira.granulata,6/23/2008,Diatoms,224.8,5,1,Cylinder,3570.420051,4413.937678,224.8,,,,,,,
Aulacoseira.granulata,10/4/2006,Diatoms,95,8,1,Cylinder,2488.141382,4775.220833,95,,,,,,,
Aulacoseira.granulata,9/1/2008,Diatoms,229.5,5,1,Cylinder,3644.247478,4506.221962,229.5,,,,,,,
Aulacoseira.granulata,6/9/2008,Diatoms,86.3,3,1,Cylinder,827.495505,610.0187535,86.3,,,,,,,
Aulacoseira.granulata,7/8/2013,Diatoms,494.2,10,1,Cylinder,15682.83053,38814.37724,494.2,,,,,,,
Aulacoseira.granulata,12/7/2009,Diatoms,36.7,3,1,Cylinder,360.0265181,259.4170134,36.7,,,,,,,
Aulacoseira.granulata,7/15/2013,Diatoms,20,10,1,Cylinder,785.3981634,1570.796327,20,,,,,,,
Aulacoseira.granulata,1/16/2012,Diatoms,156.7,5,1,Cylinder,2500.707752,3076.797305,156.7,,,,,,,
Aulacoseira.granulata,5/22/2006,Diatoms,197.8,8,1,Cylinder,5071.78718,9942.51243,197.8,,,,,,,
Aulacoseira.granulata,11/24/2008,Diatoms,198.6,8,1,Cylinder,5091.893373,9982.724816,198.6,,,,,,,
Aulacoseira.granulata,7/12/2010,Diatoms,178.1,5,1,Cylinder,2836.858166,3496.985323,178.1,,,,,,,
Aulacoseira.granulata,11/19/2012,Diatoms,455,5.5,1,Cylinder,7909.352204,10810.02397,455,,,,,,,
Aulacoseira.granulata,9/26/2016,Diatoms,2043.3,9.7,1,Cylinder,62414.19404,150996.0147,2043.3,,,,,,,
Aulacoseira.granulata,8/27/2007,Diatoms,161.4,3,1,Cylinder,1535.29633,1140.869372,161.4,,,,,,,
Aulacoseira.granulata,6/13/2016,Diatoms,299.9,5.6,1,Cylinder,5325.376539,7386.562913,299.9,,,,,,,
Aulacoseira.granulata,8/25/2008,Diatoms,304.5,5,1,Cylinder,4822.344723,5978.843519,304.5,,,,,,,
Aulacoseira.granulata,2/4/2013,Diatoms,90,3,1,Cylinder,862.3671834,636.1725124,90,,,,,,,
Aulacoseira.granulata,2/15/2016,Diatoms,75.8,4.9,1,Cylinder,1204.565163,1429.391671,75.8,,,,,,,
Aulacoseira.granulata,3/16/2015,Diatoms,32.5,3,1,Cylinder,320.4424507,229.7289628,32.5,,,,,,,
Aulacoseira.granulata,7/8/2013,Diatoms,250.5,5.3,1,Cylinder,4215.059155,5526.48952,250.5,,,,,,,
Aulacoseira.granulata,9/1/2008,Diatoms,289.8,8,1,Cylinder,7383.999373,14566.93682,289.8,,,,,,,
Aulacoseira.granulata,10/10/2005,Diatoms,237.5,3,1,Cylinder,2252.521933,1678.788574,237.5,,,,,,,
Aulacoseira.granulata,7/18/2016,Diatoms,192.5,3.2,1,Cylinder,1951.306029,1548.17686,192.5,,,,,,,
Aulacoseira.granulata,8/16/2004,Diatoms,418.6,5,1,Cylinder,6614.623332,8219.19178,418.6,,,,,,,
Aulacoseira.granulata,8/1/2005,Diatoms,228,8,1,Cylinder,5830.795965,11460.53,228,,,,,,,
Aulacoseira.granulata,9/8/2008,Diatoms,330.4,8,1,Cylinder,8404.388667,16607.7154,330.4,,,,,,,
Aulacoseira.granulata,11/9/2015,Diatoms,303.3,5.4,1,Cylinder,5191.167701,6946.240428,303.3,,,,,,,
Aulacoseira.granulata,5/26/2014,Diatoms,439,3.2,1,Cylinder,4429.394314,3530.647488,439,,,,,,,
Aulacoseira.granulata,9/14/2009,Diatoms,128.8,3,1,Cylinder,1228.048568,910.433551,128.8,,,,,,,
Aulacoseira.granulata,1/15/2007,Diatoms,144.3,5,1,Cylinder,2305.929008,2833.323874,144.3,,,,,,,
Aulacoseira.granulata,11/24/2014,Diatoms,154,5,1,Cylinder,2458.296251,3023.782929,154,,,,,,,
Aulacoseira.granulata,4/29/2013,Diatoms,230,6,1,Cylinder,4391.94653,6503.096793,230,,,,,,,
Aulacoseira.granulata,1/3/2005,Diatoms,126.3,8,1,Cylinder,3274.796182,6348.530434,126.3,,,,,,,
Aulacoseira.granulata,7/11/2011,Diatoms,410.7,3,1,Cylinder,3884.893475,2903.067231,410.7,,,,,,,
Aulacoseira.granulata,12/21/2015,Diatoms,111.9,5.2,1,Cylinder,1870.504266,2376.438913,111.9,,,,,,,
Aulacoseira.granulata,5/17/2016,Diatoms,318.2,7.4,1,Cylinder,7483.462196,13685.27397,318.2,,,,,,,
Aulacoseira.granulata,7/12/2004,Diatoms,538.5,5,1,Cylinder,8498.008128,10573.42277,538.5,,,,,,,
Aulacoseira.granulata,2/29/2016,Diatoms,149.8,5.3,1,Cylinder,2538.35974,3304.862795,149.8,,,,,,,
Aulacoseira.granulata,10/4/2006,Diatoms,91.1,5,1,Cylinder,1470.265362,1788.744317,91.1,,,,,,,
