,Taxa.name,Class,Order,Motile,Heterotrophic,Mixotrophic,Autotrophic,Small.Large,Filament,Colonial,Geometrical.shape.of.the.cell,Gelatinous,Diatom,Cyanobacteria,Centric,aerotopes,size,genus,species
172,Tychonema sp.,Cyanobacteria,Oscillatoriales,0,0,0,1,Microphytoplancton,1,1,tub,1,0,1,1,0,large,Tychonema,
173,Woronichinia fusca,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,1,0,0,large,Woronichinia,fusca
174,Woronichinia naegeliana f. coloniale,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,1,0,0,large,Woronichinia,naegeliana
175,Woronichinia naegeliana f. cellulaire,Cyanobacteria,Chroococcales,0,0,0,1,Nanophytoplancton,0,1,ell,0,0,1,0,0,small,Woronichinia,naegeliana
176,Woronichinia ruzickae,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,1,0,0,large,Woronichinia,ruzickae
177,Woronichinia sp.,Cyanobacteria,Chroococcales,0,0,0,1,Microphytoplancton,0,1,ell,0,0,1,0,0,large,Woronichinia,
178,Amphidinium sp.,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Amphidinium,
179,Ceratium hirundinella,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Ceratium,hirundinella
180,cf. Katodinium fongiforme,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,cf.,Katodinium
181,Cyste de Ceratium hirundinella,Dinophyceae,Peridiniales,0,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Cyste,de
182,Diplopsalis acuta,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Diplopsalis,acuta
183,Glenodinium sp.,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Glenodinium,
184,Gonyaulax apiculata,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Gonyaulax,apiculata
185,Gymnodinium eurytopum,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Gymnodinium,eurytopum
186,Gymnodinium excavatum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Gymnodinium,excavatum
187,Gymnodinium helveticum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Gymnodinium,helveticum
188,Gymnodinium lantzschii,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Gymnodinium,lantzschii
189,Gymnodinium lantzschii f. major,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Gymnodinium,lantzschii
190,Gymnodinium limitatum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Gymnodinium,limitatum
191,Gymnodinium limitatum kyste,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Gymnodinium,limitatum
192,Gymnodinium mitratum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Gymnodinium,mitratum
193,Gymnodinium oligoplacatum,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Gymnodinium,oligoplacatum
194,Gymnodinium pallidum,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Gymnodinium,pallidum
195,Gymnodinium palustre,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Gymnodinium,palustre
196,Gymnodinium purpureum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Gymnodinium,purpureum
197,Gymnodinium simile,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Gymnodinium,simile
198,Gymnodinium sp.,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Gymnodinium,
199,Gymnodinium sp. 116,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Gymnodinium,
200,Gymnodinium sp. 240,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Gymnodinium,
201,Gymnodinium umberrinum,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Gymnodinium,umberrinum
202,Gymnodinium sp 20/23,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Gymnodinium,
203,Gymnodinium sp 60/55,Dinophyceae,Gymnodiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Gymnodinium,
204,Katodinium fungiforme,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Katodinium,fungiforme
205,Katodinium hiemale,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Katodinium,hiemale
206,Katodinium simile,Dinophyceae,Gymnodiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Katodinium,simile
207,Dinosphaera palustris,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,sphe,0,0,0,0,0,large,Dinosphaera,palustris
208,Kyste de péridinien,Dinophyceae,Peridiniales,0,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Kyste,de
209,Peridiniopsis quadridens,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridiniopsis,quadridens
210,Peridiniopsis cunningtonii,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridiniopsis,cunningtonii
211,Peridiniopsis cunningtonii tab. contactum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridiniopsis,cunningtonii
212,Peridiniopsis elpatiewski,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridiniopsis,elpatiewski
213,Peridiniopsis penardiforme,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridiniopsis,penardiforme
214,Peridiniopsis umbonatum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridiniopsis,umbonatum
215,Peridiniopsis polonicum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Peridiniopsis,polonicum
216,Peridinium aciculiferum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,aciculiferum
217,Peridinium cinctum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,cinctum
218,Peridinium goslaviense,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,goslaviense
219,Peridinium inconspicuum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,inconspicuum
220,Peridinium inconspicuum var. remotum,Dinophyceae,Peridiniales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Peridinium,inconspicuum
221,Peridinium inconspicuum var. contactum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,inconspicuum
222,Peridinium sp.,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,
223,Peridinium sp. (petit),Dinophyceae,Peridiniales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Peridinium,
224,Peridinium umbonatum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,umbonatum
225,Peridinium umbonatum var. conjectum f. spiniferum,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,umbonatum
226,Peridinium volzii,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,volzii
227,Peridinium willei,Dinophyceae,Peridiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Peridinium,willei
228,Woloszynskia coronata,Dinophyceae,Lophodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Woloszynskia,coronata
229,Woloszynskia pseudopalustris,Dinophyceae,Lophodiniales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Woloszynskia,pseudopalustris
230,Chroomonas sp.,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chroomonas,
231,Chroomonas cf coerulea,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,trel,0,0,0,0,0,small,Chroomonas,coerulea
232,Cryptomonas cf. brevis,Cryptophyceae,Cryptomonadales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Cryptomonas,cf.
233,Cryptomonas cf. lucens,Cryptophyceae,Cryptomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Cryptomonas,cf.
234,Cryptomonas cf. pyrenoïdifera,Cryptophyceae,Cryptomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Cryptomonas,cf.
235,Cryptomonas marsonii,Cryptophyceae,Cryptomonadales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Cryptomonas,marsonii
236,Cryptomonas ovata,Cryptophyceae,Cryptomonadales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Cryptomonas,ovata
237,Cryptomonas rostratiformis,Cryptophyceae,Cryptomonadales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Cryptomonas,rostratiformis
238,Cryptomonas rostrata,Cryptophyceae,Cryptomonadales,1,0,1,0,Microphytoplancton,0,0,trel,0,0,0,0,0,large,Cryptomonas,rostrata
239,Cryptomonas sp.,Cryptophyceae,Cryptomonadales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Cryptomonas,
240,Rhodomonas minuta,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Rhodomonas,minuta
241,Rhodomonas minuta var. nannoplanctica,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Rhodomonas,minuta
242,Plagioselmis nannoplanctica,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Plagioselmis,nannoplanctica
243,Plagioselmis lacustris,Cryptophyceae,Pyrenomonadales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Plagioselmis,lacustris
244,Euglena acus,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,doco,0,0,0,0,0,large,Euglena,acus
245,Euglena gaumei,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Euglena,gaumei
246,Euglena korsikovii,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Euglena,korsikovii
247,Euglena oxyuris,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Euglena,oxyuris
248,Euglena proxima,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Euglena,proxima
249,Euglena rubra,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Euglena,rubra
250,Euglena sp.,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Euglena,
251,Euglena tripteris,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Euglena,tripteris
252,Euglena viridis,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Euglena,viridis
253,Lepocinclis ovum,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Lepocinclis,ovum
254,Phacus acuminatum,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Phacus,acuminatum
255,Phacus cf. pusillus,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Phacus,cf.
256,Phacus granulatus,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Phacus,granulatus
257,Phacus longicauda,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Phacus,longicauda
258,Phacus monilatus,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Phacus,monilatus
259,Phacus orbicularis,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Phacus,orbicularis
260,Phacus pleuronectes var. pleuronectes,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Phacus,pleuronectes
261,Phacus sp.,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Phacus,
262,Phacus tortus,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Phacus,tortus
263,Strombomonas sp.,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Strombomonas,
264,Trachelomonas abrupta,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Trachelomonas,abrupta
265,Trachelomonas crebea,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Trachelomonas,crebea
266,Trachelomonas elegans,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Trachelomonas,elegans
267,Trachelomonas globularis,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Trachelomonas,globularis
268,Trachelomonas hispida,Euglenophyceae,Euglenales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Trachelomonas,hispida
269,Trachelomonas sp.,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Trachelomonas,
270,Trachelomonas volvocina,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Trachelomonas,volvocina
271,Trachelomonas volvocina var. subglobosa,Euglenophyceae,Euglenales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Trachelomonas,volvocina
272,Aulomonas purdyi,Choanoflagellatea,Choanoflagellida,1,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Aulomonas,purdyi
273,Bicoeca campanulata,Bicosoecophyceae,Bicosoecales,0,1,0,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Bicoeca,campanulata
274,Bicoeca cf paropsis,Bicosoecophyceae,Bicosoecales,0,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Bicoeca,paropsis
275,Bicoeca cf. campanulata petit morphotype,Bicosoecophyceae,Bicosoecales,0,1,0,0,Nanophytoplancton,0,0,con,0,0,0,0,0,small,Bicoeca,cf.
276,Bicoeca cylindrica,Bicosoecophyceae,Bicosoecales,0,1,0,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Bicoeca,cylindrica
277,Bicoeca ovata,Bicosoecophyceae,Bicosoecales,0,1,0,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Bicoeca,ovata
278,Bicoeca planctonica,Bicosoecophyceae,Bicosoecales,0,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Bicoeca,planctonica
279,Bicoeca sp.,Bicosoecophyceae,Bicosoecales,0,1,0,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Bicoeca,
280,Bicoeca stellata,Bicosoecophyceae,Bicosoecales,0,1,0,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Bicoeca,stellata
281,Bitrichia chodatii,Chrysophyceae,Hibberdiales,0,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Bitrichia,chodatii
282,Bitrichia danubiensis,Chrysophyceae,Hibberdiales,0,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Bitrichia,danubiensis
283,Bitrichia ollula,Chrysophyceae,Hibberdiales,0,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Bitrichia,ollula
284,Calycomonas pascheri,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Calycomonas,pascheri
285,Chromulina cf erkensis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chromulina,erkensis
286,Chrysastrella furcata,Chrysophyceae,,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chrysastrella,furcata
287,Chrysococcus sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chrysococcus,
288,Chrysolykos angulatum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Chrysolykos,angulatum
289,Chrysolykos gracilis,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chrysolykos,gracilis
290,Chrysolykos planctonicus,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chrysolykos,planctonicus
291,Chrysolykos skujai,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Chrysolykos,skujai
292,chrysophycee sp.,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,chrysophycee,
293,Cladomonas fruticulosa,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Cladomonas,fruticulosa
294,Codosiga botrytis,Choanoflagellatea,Choanoflagellida,0,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Codosiga,botrytis
295,Codosiga sp.,Choanoflagellatea,Choanoflagellida,0,1,0,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Codosiga,
296,Cyste 1 de Chrysophycée,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Cyste,1
297,Cyste 2 de Chrysophycée,Chrysophyceae,,0,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Cyste,2
298,Desmarella brachycalyx,Choanoflagellatea,Choanoflagellida,1,1,0,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Desmarella,brachycalyx
299,Dinobryon anneciense,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,anneciense
300,Dinobryon bavaricum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,bavaricum
301,Dinobryon bavaricum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,bavaricum
302,Dinobryon bavaricum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,bavaricum
303,Dinobryon calyciforme plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Dinobryon,calyciforme
304,Dinobryon cf stokesii var. neustonicum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,stokesii
305,Dinobryon cylindricum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,cylindricum
306,Dinobryon cylindricum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,cylindricum
307,Dinobryon cylindricum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,cylindricum
308,Dinobryon cylindricum var. alpinum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,trel,0,0,0,0,0,large,Dinobryon,cylindricum
309,Dinobryon cylindricum var. alpinum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,trel,0,0,0,0,0,large,Dinobryon,cylindricum
310,Dinobryon divergens,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,divergens
311,Dinobryon divergens plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,divergens
312,Dinobryon divergens vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,divergens
313,Dinobryon elegantissimum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,elegantissimum
314,Dinobryon elegantissimum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,elegantissimum
315,Dinobryon elegantissimum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,elegantissimum
316,Dinobryon eurystoma,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,con,0,0,0,0,0,large,Dinobryon,eurystoma
317,Dinobryon pediforme,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,tub,0,0,0,1,0,large,Dinobryon,pediforme
318,Dinobryon petiolatum f.?,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,petiolatum
319,Dinobryon petiolatum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,petiolatum
320,Dinobryon sertularia,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sertularia
321,Dinobryon sertularia plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sertularia
322,Dinobryon sertularia vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sertularia
323,Dinobryon sertularia var. protractum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sertularia
324,Dinobryon sertularia var. protuberans,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,con,0,0,0,0,0,large,Dinobryon,sertularia
325,Dinobryon sociale var. americanum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sociale
326,Dinobryon sociale var. americanum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sociale
327,Dinobryon sociale var. americanum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sociale
328,Dinobryon sociale var. stipitatum,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sociale
329,Dinobryon sociale var. stipitatum plein,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sociale
330,Dinobryon sociale var. stipitatum vide,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,1,ell,0,0,0,0,0,large,Dinobryon,sociale
331,Cellule de Dinobryon,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,1,trel,0,0,0,0,0,small,Cellule,de
332,Epipyxis condensata,Chrysophyceae,Chromulinales,1,NA,NA,NA,Nanophytoplancton,0,1,ell,0,0,0,0,0,small,Epipyxis,condensata
333,Epipyxis cylindrica,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Epipyxis,cylindrica
334,Epipyxis gracilis,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Epipyxis,gracilis
335,Epipyxis planctonica,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,tub,0,0,0,1,0,large,Epipyxis,planctonica
336,Epipyxis polymorpha,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,tub,0,0,0,1,0,large,Epipyxis,polymorpha
337,Epipyxis tabellariae,Chrysophyceae,Chromulinales,1,0,1,0,Microphytoplancton,0,0,ell,0,0,0,0,0,large,Epipyxis,tabellariae
338,Epipyxis sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,tub,0,0,0,1,0,small,Epipyxis,
339,Chrysococcus minutus,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Chrysococcus,minutus
340,Erkenia subaequiciliata,Prymnesiophyceae,Prymnesiales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Erkenia,subaequiciliata
341,Flagellés sp.,,,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Flagelles,
342,Kephyrion cordata,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,cordata
343,Kephyrion moniliferum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,moniliferum
344,Kephyrion petasatum,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,petasatum
345,Kephyrion rubri-claustri,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,rubri-claustri
346,Kephyrion skujae,Chrysophyceae,Chromulinales,0,NA,NA,NA,,0,0,ell,0,0,0,0,0,,Kephyrion,skujae
347,Kephyrion sp.,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,
348,Kephyrion sp1,Chrysophyceae,Chromulinales,1,0,1,0,Nanophytoplancton,0,0,ell,0,0,0,0,0,small,Kephyrion,
